;variable;value
0;mu1;0.30098242
1;mu1;0.2950096
2;mu1;0.2964637
3;mu1;0.30222902
4;mu1;0.2996664
5;mu1;0.29587057
6;mu1;0.29485026
7;mu1;0.2908589
8;mu1;0.29922476
9;mu1;0.30400592
10;mu1;0.31369594
11;mu1;0.29305732
12;mu1;0.3032737
13;mu1;0.30049792
14;mu1;0.29002288
15;mu1;0.29583564
16;mu1;0.3056031
17;mu1;0.2925501
18;mu1;0.2962787
19;mu1;0.30110207
20;mu1;0.3004344
21;mu1;0.3018316
22;mu1;0.29413763
23;mu1;0.28866953
24;mu1;0.30045298
25;mu1;0.30638817
26;mu1;0.29300642
27;mu1;0.3039787
28;mu1;0.2967505
29;mu1;0.30749476
30;mu1;0.311486
31;mu1;0.3020859
32;mu1;0.31148484
33;mu1;0.30535084
34;mu1;0.30207747
35;mu1;0.30783656
36;mu1;0.29245865
37;mu1;0.29593685
38;mu1;0.29837433
39;mu1;0.29863816
40;mu1;0.29167843
41;mu1;0.2998815
42;mu1;0.30647096
43;mu1;0.30949858
44;mu1;0.30433083
45;mu1;0.3053652
46;mu1;0.29250765
47;mu1;0.29898143
48;mu1;0.30657706
49;mu1;0.297633
50;mu2;90.30012
51;mu2;90.5551
52;mu2;91.66147
53;mu2;89.85866
54;mu2;90.74411
55;mu2;89.88061
56;mu2;90.37811
57;mu2;89.74621
58;mu2;90.64462
59;mu2;89.79743
60;mu2;90.37045
61;mu2;89.65254
62;mu2;90.03068
63;mu2;89.912865
64;mu2;89.54299
65;mu2;90.351974
66;mu2;90.39918
67;mu2;90.38857
68;mu2;90.64717
69;mu2;89.469635
70;mu2;89.80841
71;mu2;90.840576
72;mu2;89.97666
73;mu2;89.48916
74;mu2;89.93129
75;mu2;90.61267
76;mu2;89.82448
77;mu2;89.61379
78;mu2;90.30605
79;mu2;90.665504
80;mu2;90.71896
81;mu2;90.63322
82;mu2;90.18782
83;mu2;90.38654
84;mu2;90.26357
85;mu2;89.95096
86;mu2;89.981575
87;mu2;89.52081
88;mu2;88.98871
89;mu2;89.33368
90;mu2;90.05259
91;mu2;90.01741
92;mu2;90.1424
93;mu2;89.373924
94;mu2;89.20737
95;mu2;90.27193
96;mu2;90.383675
97;mu2;90.51577
98;mu2;88.98571
99;mu2;89.31427
100;mu3;7.169094
101;mu3;7.5080957
102;mu3;7.8623652
103;mu3;7.6781473
104;mu3;7.3990183
105;mu3;7.207932
106;mu3;7.290158
107;mu3;7.4072847
108;mu3;7.615734
109;mu3;7.3926826
110;mu3;7.4065733
111;mu3;7.6584024
112;mu3;7.4672976
113;mu3;7.7677894
114;mu3;7.4196157
115;mu3;7.450108
116;mu3;7.705772
117;mu3;7.312936
118;mu3;7.3535175
119;mu3;7.712822
120;mu3;7.3121667
121;mu3;7.8216357
122;mu3;7.353683
123;mu3;7.418616
124;mu3;7.4844093
125;mu3;7.4732637
126;mu3;7.4492555
127;mu3;7.6802435
128;mu3;7.4821434
129;mu3;7.6241803
130;mu3;7.672902
131;mu3;7.2958827
132;mu3;7.7118754
133;mu3;7.6752906
134;mu3;7.6787987
135;mu3;7.5830197
136;mu3;7.577269
137;mu3;7.384457
138;mu3;7.5832515
139;mu3;7.435235
140;mu3;7.2335105
141;mu3;7.3156557
142;mu3;7.965867
143;mu3;7.3726625
144;mu3;7.6198635
145;mu3;7.802796
146;mu3;7.549868
147;mu3;7.6301203
148;mu3;7.418905
149;mu3;7.5581064
150;gamma2_1;0.002319667
151;gamma2_1;0.00309352
152;gamma2_1;0.0029141975
153;gamma2_1;0.0019709417
154;gamma2_1;0.0031516931
155;gamma2_1;0.002248845
156;gamma2_1;0.0020535213
157;gamma2_1;0.0037759691
158;gamma2_1;0.0027483488
159;gamma2_1;0.0029701206
160;gamma2_1;0.0021105837
161;gamma2_1;0.0023389694
162;gamma2_1;0.002800152
163;gamma2_1;0.0029070086
164;gamma2_1;0.002793064
165;gamma2_1;0.0022843713
166;gamma2_1;0.0020042981
167;gamma2_1;0.0019027299
168;gamma2_1;0.002395915
169;gamma2_1;0.002128724
170;gamma2_1;0.0024582283
171;gamma2_1;0.003215295
172;gamma2_1;0.0027173082
173;gamma2_1;0.0025723758
174;gamma2_1;0.0030784765
175;gamma2_1;0.0021947108
176;gamma2_1;0.0029681346
177;gamma2_1;0.0019855166
178;gamma2_1;0.0026816786
179;gamma2_1;0.0021108042
180;gamma2_1;0.0025168501
181;gamma2_1;0.002709808
182;gamma2_1;0.002197253
183;gamma2_1;0.0028083052
184;gamma2_1;0.0027985054
185;gamma2_1;0.0025687248
186;gamma2_1;0.0028422512
187;gamma2_1;0.0026900568
188;gamma2_1;0.0022482409
189;gamma2_1;0.0025181486
190;gamma2_1;0.0023764223
191;gamma2_1;0.0031423029
192;gamma2_1;0.0019254131
193;gamma2_1;0.0027519814
194;gamma2_1;0.002418015
195;gamma2_1;0.0029595536
196;gamma2_1;0.0023871395
197;gamma2_1;0.0015132306
198;gamma2_1;0.0022871203
199;gamma2_1;0.0025901613
200;gamma2_2;20.29068
201;gamma2_2;17.562296
202;gamma2_2;20.770039
203;gamma2_2;15.893725
204;gamma2_2;17.580841
205;gamma2_2;17.174786
206;gamma2_2;19.051039
207;gamma2_2;18.87536
208;gamma2_2;19.46941
209;gamma2_2;18.27753
210;gamma2_2;22.462385
211;gamma2_2;14.632368
212;gamma2_2;19.990923
213;gamma2_2;18.403915
214;gamma2_2;22.501831
215;gamma2_2;17.988382
216;gamma2_2;23.963436
217;gamma2_2;30.903957
218;gamma2_2;19.877361
219;gamma2_2;16.77252
220;gamma2_2;24.195051
221;gamma2_2;21.001774
222;gamma2_2;19.781448
223;gamma2_2;25.078945
224;gamma2_2;18.956339
225;gamma2_2;18.434061
226;gamma2_2;17.54541
227;gamma2_2;18.267452
228;gamma2_2;16.034126
229;gamma2_2;26.41994
230;gamma2_2;22.760246
231;gamma2_2;21.11643
232;gamma2_2;16.431395
