;variable;value
0;mu1;0.30385906
1;mu1;0.2942532
2;mu1;0.29582706
3;mu1;0.29934663
4;mu1;0.30250847
5;mu1;0.29736364
6;mu1;0.29586288
7;mu1;0.28959143
8;mu1;0.30053768
9;mu1;0.30490905
10;mu1;0.31252027
11;mu1;0.29340252
12;mu1;0.3020302
13;mu1;0.30016208
14;mu1;0.29039404
15;mu1;0.29551885
16;mu1;0.30573234
17;mu1;0.2930613
18;mu1;0.2984918
19;mu1;0.29988548
20;mu1;0.30089733
21;mu1;0.29952502
22;mu1;0.295499
23;mu1;0.29070905
24;mu1;0.29993385
25;mu1;0.30636004
26;mu1;0.29396367
27;mu1;0.30330408
28;mu1;0.29630053
29;mu1;0.30773968
30;mu1;0.3089333
31;mu1;0.30154955
32;mu1;0.31065905
33;mu1;0.30506167
34;mu1;0.30297697
35;mu1;0.30897993
36;mu1;0.2938814
37;mu1;0.2962319
38;mu1;0.29914895
39;mu1;0.29709086
40;mu1;0.29115313
41;mu1;0.29990345
42;mu1;0.30583256
43;mu1;0.3096394
44;mu1;0.30305707
45;mu1;0.30471447
46;mu1;0.29117972
47;mu1;0.29913813
48;mu1;0.30560443
49;mu1;0.29804656
50;mu2;90.57402
51;mu2;90.35574
52;mu2;91.44827
53;mu2;89.57882
54;mu2;90.937805
55;mu2;89.97547
56;mu2;90.436134
57;mu2;89.78098
58;mu2;90.80273
59;mu2;89.663795
60;mu2;90.35948
61;mu2;89.70475
62;mu2;90.04918
63;mu2;90.03036
64;mu2;89.6072
65;mu2;90.36831
66;mu2;90.47399
67;mu2;90.39345
68;mu2;90.64983
69;mu2;89.3641
70;mu2;89.83823
71;mu2;90.50046
72;mu2;89.89841
73;mu2;89.655235
74;mu2;89.67079
75;mu2;90.58197
76;mu2;90.107544
77;mu2;89.680374
78;mu2;90.222916
79;mu2;90.50161
80;mu2;90.55289
81;mu2;90.36418
82;mu2;90.047226
83;mu2;90.34071
84;mu2;90.132614
85;mu2;90.18009
86;mu2;90.11156
87;mu2;89.51374
88;mu2;89.07604
89;mu2;89.34279
90;mu2;89.992676
91;mu2;90.00556
92;mu2;90.01035
93;mu2;89.373566
94;mu2;89.09759
95;mu2;90.30248
96;mu2;90.14637
97;mu2;90.58709
98;mu2;88.78789
99;mu2;89.37706
100;mu3;7.3390026
101;mu3;7.4759226
102;mu3;7.7890134
103;mu3;7.516201
104;mu3;7.541197
105;mu3;7.2746987
106;mu3;7.329045
107;mu3;7.3074694
108;mu3;7.6846848
109;mu3;7.420013
110;mu3;7.403407
111;mu3;7.692835
112;mu3;7.439504
113;mu3;7.727842
114;mu3;7.4686007
115;mu3;7.4277945
116;mu3;7.7129517
117;mu3;7.3586493
118;mu3;7.4954023
119;mu3;7.673135
120;mu3;7.325427
121;mu3;7.6393585
122;mu3;7.4306517
123;mu3;7.5543475
124;mu3;7.4415274
125;mu3;7.4648995
126;mu3;7.469159
127;mu3;7.680195
128;mu3;7.4881606
129;mu3;7.6788845
130;mu3;7.5629587
131;mu3;7.27829
132;mu3;7.6644974
133;mu3;7.6761007
134;mu3;7.7447653
135;mu3;7.628391
136;mu3;7.6655536
137;mu3;7.412133
138;mu3;7.6071844
139;mu3;7.343161
140;mu3;7.238131
141;mu3;7.291501
142;mu3;7.938273
143;mu3;7.3906465
