;variable;value
0;mu1;0.30363515
1;mu1;0.2943265
2;mu1;0.29496425
3;mu1;0.29983512
4;mu1;0.30335084
5;mu1;0.29720256
6;mu1;0.29649264
7;mu1;0.28954008
8;mu1;0.3004893
9;mu1;0.30526373
10;mu1;0.31191403
11;mu1;0.29334414
12;mu1;0.3034977
13;mu1;0.300254
14;mu1;0.290107
15;mu1;0.2965554
16;mu1;0.30524155
17;mu1;0.2947108
18;mu1;0.29875702
19;mu1;0.2999634
20;mu1;0.30056363
21;mu1;0.29922214
22;mu1;0.29531655
23;mu1;0.29122403
24;mu1;0.30052438
25;mu1;0.3071056
26;mu1;0.294249
27;mu1;0.3027534
28;mu1;0.29705992
29;mu1;0.30829024
30;mu1;0.30697083
31;mu1;0.30328432
32;mu1;0.3105978
33;mu1;0.30456418
34;mu1;0.30237794
35;mu1;0.30754817
36;mu1;0.29369706
37;mu1;0.29658377
38;mu1;0.2980126
39;mu1;0.29817915
40;mu1;0.29088858
41;mu1;0.30051023
42;mu1;0.30655286
43;mu1;0.31012335
44;mu1;0.3017396
45;mu1;0.30409497
46;mu1;0.29102993
47;mu1;0.2982787
48;mu1;0.30637816
49;mu1;0.29769203
50;mu2;90.58667
51;mu2;90.37864
52;mu2;91.41518
53;mu2;89.56221
54;mu2;91.029625
55;mu2;90.03213
56;mu2;90.47916
57;mu2;89.77019
58;mu2;90.76833
59;mu2;89.722046
60;mu2;90.30965
61;mu2;89.72712
62;mu2;90.143036
63;mu2;90.04151
64;mu2;89.53085
65;mu2;90.50654
66;mu2;90.46164
67;mu2;90.624695
68;mu2;90.6732
69;mu2;89.44347
70;mu2;89.77222
71;mu2;90.47222
72;mu2;89.794334
73;mu2;89.71566
74;mu2;89.67629
75;mu2;90.6745
76;mu2;90.09415
77;mu2;89.614655
78;mu2;90.28205
79;mu2;90.57389
80;mu2;90.3327
81;mu2;90.48023
82;mu2;90.06644
83;mu2;90.29092
84;mu2;90.13651
85;mu2;90.1396
86;mu2;90.12478
87;mu2;89.53896
88;mu2;89.03012
89;mu2;89.46639
90;mu2;90.02969
91;mu2;90.079666
92;mu2;90.07131
93;mu2;89.40033
94;mu2;88.955154
95;mu2;90.25324
96;mu2;90.12481
97;mu2;90.53586
98;mu2;88.84197
99;mu2;89.38081
100;mu3;7.319566
101;mu3;7.47171
102;mu3;7.726686
103;mu3;7.5269146
104;mu3;7.562137
105;mu3;7.2727976
106;mu3;7.365591
107;mu3;7.277624
108;mu3;7.6765947
109;mu3;7.44524
110;mu3;7.3750167
111;mu3;7.6742992
112;mu3;7.536583
113;mu3;7.7274747
114;mu3;7.4408646
115;mu3;7.4966483
116;mu3;7.6883483
117;mu3;7.4674883
118;mu3;7.523986
119;mu3;7.657509
120;mu3;7.2902
121;mu3;7.629904
122;mu3;7.428568
123;mu3;7.587557
124;mu3;7.481348
125;mu3;7.5024147
126;mu3;7.4838705
127;mu3;7.6322184
128;mu3;7.527239
129;mu3;7.7142572
130;mu3;7.452994
131;mu3;7.3512583
132;mu3;7.662132
133;mu3;7.6521597
134;mu3;7.7271557
135;mu3;7.5569015
136;mu3;7.675227
137;mu3;7.4262614
138;mu3;7.5369015
139;mu3;7.4038553
140;mu3;7.2190933
141;mu3;7.321457
142;mu3;7.9697123
143;mu3;7.413432
144;mu3;7.443198
145;mu3;7.785539
146;mu3;7.4538956
147;mu3;7.55899
148;mu3;7.386571
149;mu3;7.5854106
150;gamma2_1;0.0022474895
151;gamma2_1;0.0031876806
152;gamma2_1;0.002857869
153;gamma2_1;0.0018839474
154;gamma2_1;0.0031763637
155;gamma2_1;0.0021343904
156;gamma2_1;0.0020512568
157;gamma2_1;0.0035070926
158;gamma2_1;0.002692856
159;gamma2_1;0.0029578838
160;gamma2_1;0.0024010465
161;gamma2_1;0.0021877608
162;gamma2_1;0.0030998716
163;gamma2_1;0.0029133586
164;gamma2_1;0.0027753566
165;gamma2_1;0.0023958194
166;gamma2_1;0.0019842614
167;gamma2_1;0.0019288117
168;gamma2_1;0.0025917562
169;gamma2_1;0.00209183
170;gamma2_1;0.0024224273
171;gamma2_1;0.0031749103
172;gamma2_1;0.0028669771
173;gamma2_1;0.0025762485
174;gamma2_1;0.003198518
175;gamma2_1;0.0020850406
176;gamma2_1;0.0028686633
177;gamma2_1;0.0019845606
178;gamma2_1;0.00280818
179;gamma2_1;0.0020091778
180;gamma2_1;0.0024883817
181;gamma2_1;0.0026946191
182;gamma2_1;0.0022138734
183;gamma2_1;0.0028825565
184;gamma2_1;0.00290463
185;gamma2_1;0.0024521989
186;gamma2_1;0.0028494054
187;gamma2_1;0.0027136195
188;gamma2_1;0.0023134032
189;gamma2_1;0.0024990744
190;gamma2_1;0.0023343908
191;gamma2_1;0.0030420506
192;gamma2_1;0.0020323268
193;gamma2_1;0.0027198417
194;gamma2_1;0.0023790877
195;gamma2_1;0.0031125082
196;gamma2_1;0.0024470545
197;gamma2_1;0.0016074703
198;gamma2_1;0.0023974255
199;gamma2_1;0.0027010678
200;gamma2_2;18.284864
201;gamma2_2;15.038634
202;gamma2_2;19.308327
203;gamma2_2;15.474044
204;gamma2_2;17.959492
205;gamma2_2;19.667822
206;gamma2_2;16.217096
207;gamma2_2;19.126675
208;gamma2_2;20.806913
209;gamma2_2;17.523705
210;gamma2_2;22.118685
211;gamma2_2;14.437515
212;gamma2_2;19.591295
213;gamma2_2;17.109892
214;gamma2_2;22.299591
215;gamma2_2;18.81989
216;gamma2_2;25.537312
217;gamma2_2;33.3758
218;gamma2_2;22.124191
219;gamma2_2;17.821068
220;gamma2_2;20.179445
221;gamma2_2;21.10847
222;gamma2_2;20.692427
223;gamma2_2;25.241173
224;gamma2_2;16.897562
225;gamma2_2;19.76954
226;gamma2_2;17.299015
227;gamma2_2;15.862645
228;gamma2_2;16.461948
229;gamma2_2;26.220474
230;gamma2_2;21.358387
231;gamma2_2;22.912907
232;gamma2_2;15.175287
233;gamma2_2;21.68045
234;gamma2_2;16.010433
235;gamma2_2;26.120531
236;gamma2_2;23.156258
237;gamma2_2;19.591354
238;gamma2_2;24.641296
239;gamma2_2;18.08903
240;gamma2_2;16.563967
241;gamma2_2;20.575909
242;gamma2_2;22.24271
243;gamma2_2;24.650183
244;gamma2_2;22.415546
245;gamma2_2;19.182253
246;gamma2_2;19.789536
247;gamma2_2;16.90668
248;gamma2_2;15.210713
249;gamma2_2;23.531715
250;sigma2;0.0010306878
251;sigma2;0.0010222818
252;sigma2;0.0009810778
253;sigma2;0.000950315
254;sigma2;0.0010342181
255;sigma2;0.0009882334
256;sigma2;0.00097336207
257;sigma2;0.0010627052
258;sigma2;0.0009830948
259;sigma2;0.0010464557
260;sigma2;0.0010755471
261;sigma2;0.0010438777
262;sigma2;0.0010563985
263;sigma2;0.00091951014
264;sigma2;0.00092635944
265;sigma2;0.0010452474
266;sigma2;0.0009650351
267;sigma2;0.00097638875
268;sigma2;0.0010388831
269;sigma2;0.0009897262
270;sigma2;0.000977731
271;sigma2;0.00094636873
272;sigma2;0.0010091998
273;sigma2;0.001045932
274;sigma2;0.0009984311
275;sigma2;0.0010221052
276;sigma2;0.0009321778
277;sigma2;0.0009862087
278;sigma2;0.00095376105
279;sigma2;0.0010560442
280;sigma2;0.0010144067
281;sigma2;0.0009929409
282;sigma2;0.0010374065
283;sigma2;0.0009842735
284;sigma2;0.0010303193
285;sigma2;0.0010195865
286;sigma2;0.0010156524
287;sigma2;0.0010088336
288;sigma2;0.0010203541
289;sigma2;0.00095240155
290;sigma2;0.0009666055
291;sigma2;0.0009815008
292;sigma2;0.0010111654
293;sigma2;0.0010452218
294;sigma2;0.0009787242
295;sigma2;0.0009895886
296;sigma2;0.0010050419
297;sigma2;0.0009812379
298;sigma2;0.00095487735
299;sigma2;0.0009895598
300;alpha;-3.211461
301;alpha;-7.6333437
302;alpha;-10.83795
303;alpha;-4.377433
304;alpha;-3.1580424
305;alpha;1.408043
306;alpha;-1.6488267
307;alpha;-1.7472281
308;alpha;-1.2976718
309;alpha;-0.767238
310;alpha;-2.9466999
311;alpha;-2.4055965
312;alpha;-2.7574005
313;alpha;-5.3054433
314;alpha;-8.307721
315;alpha;-2.7979784
316;alpha;-0.028394103
317;alpha;0.43398166
318;alpha;0.65382814
319;alpha;3.4454813
320;alpha;-0.37243634
321;alpha;-3.7924042
322;alpha;-3.2113476
323;alpha;-2.0685906
324;alpha;-1.3203855
325;alpha;-1.3649857
326;alpha;-5.758617
327;alpha;0.9034587
328;alpha;-5.2074585
329;alpha;-1.0144147
330;alpha;-0.2911311
331;alpha;-4.128565
332;alpha;-0.7286337
333;alpha;-4.84395
334;alpha;-2.370328
335;alpha;0.45325238
336;alpha;2.858498
337;alpha;-1.9065434
338;alpha;-3.8055449
339;alpha;-4.8321195
340;alpha;-3.1802812
341;alpha;-2.4755933
342;alpha;0.35499066
343;alpha;-0.12592159
344;alpha;0.96962863
345;alpha;-4.2726274
346;alpha;-1.5968242
347;alpha;-5.376079
348;alpha;-3.736224
349;alpha;-3.143818
