;variable;value
0;mu1;0.30122986
1;mu1;0.2952191
2;mu1;0.295561
3;mu1;0.30156222
4;mu1;0.29987526
5;mu1;0.29631546
6;mu1;0.29518825
7;mu1;0.29089263
8;mu1;0.29933354
9;mu1;0.3036393
10;mu1;0.31320208
11;mu1;0.29329774
12;mu1;0.30303472
13;mu1;0.30022094
14;mu1;0.28983524
15;mu1;0.29584914
16;mu1;0.30502522
17;mu1;0.2925988
18;mu1;0.2967081
19;mu1;0.3010922
20;mu1;0.3005826
21;mu1;0.30148616
22;mu1;0.29462856
23;mu1;0.28885123
24;mu1;0.3007256
25;mu1;0.30661413
26;mu1;0.2927769
27;mu1;0.3041531
28;mu1;0.29677573
29;mu1;0.3078136
30;mu1;0.3108151
31;mu1;0.30183923
32;mu1;0.3106783
33;mu1;0.30488127
34;mu1;0.30242708
35;mu1;0.3081618
36;mu1;0.29272148
37;mu1;0.2959756
38;mu1;0.29885828
39;mu1;0.29872015
40;mu1;0.29166505
41;mu1;0.29967773
42;mu1;0.30650508
43;mu1;0.30982676
44;mu1;0.30434033
45;mu1;0.3047704
46;mu1;0.29251063
47;mu1;0.29968295
48;mu1;0.30655298
49;mu1;0.2973048
50;mu2;90.353485
51;mu2;90.52135
52;mu2;91.59026
53;mu2;89.77256
54;mu2;90.78093
55;mu2;89.9153
56;mu2;90.42458
57;mu2;89.76253
58;mu2;90.65609
59;mu2;89.73311
60;mu2;90.33514
61;mu2;89.698944
62;mu2;89.99427
63;mu2;89.9122
64;mu2;89.52052
65;mu2;90.31862
66;mu2;90.297775
67;mu2;90.41722
68;mu2;90.67387
69;mu2;89.46875
70;mu2;89.81143
71;mu2;90.817825
72;mu2;90.018555
73;mu2;89.53389
74;mu2;89.909294
75;mu2;90.64035
76;mu2;89.79642
77;mu2;89.64167
78;mu2;90.32919
79;mu2;90.722305
80;mu2;90.684456
81;mu2;90.61735
82;mu2;90.11256
83;mu2;90.34683
84;mu2;90.30671
85;mu2;90.024445
86;mu2;89.95943
87;mu2;89.50547
88;mu2;89.0557
89;mu2;89.36404
90;mu2;90.01544
91;mu2;90.026924
92;mu2;90.11075
93;mu2;89.43534
94;mu2;89.22088
95;mu2;90.256195
96;mu2;90.39655
97;mu2;90.58046
98;mu2;88.99354
99;mu2;89.28969
100;mu3;7.1658273
101;mu3;7.5252094
102;mu3;7.8107524
103;mu3;7.6382504
104;mu3;7.405477
105;mu3;7.2316937
106;mu3;7.299281
107;mu3;7.415269
108;mu3;7.615261
109;mu3;7.375979
110;mu3;7.382438
111;mu3;7.668267
112;mu3;7.4606647
113;mu3;7.7592945
114;mu3;7.407338
115;mu3;7.4491696
116;mu3;7.6649446
117;mu3;7.3272038
118;mu3;7.3700166
119;mu3;7.709928
120;mu3;7.329501
121;mu3;7.794661
122;mu3;7.371123
123;mu3;7.4411182
124;mu3;7.4992228
125;mu3;7.485071
126;mu3;7.4218454
127;mu3;7.6787925
128;mu3;7.4795938
129;mu3;7.6486535
130;mu3;7.6369114
131;mu3;7.283043
132;mu3;7.6717253
133;mu3;7.652228
134;mu3;7.6968317
135;mu3;7.614356
136;mu3;7.594551
137;mu3;7.3903947
138;mu3;7.615304
139;mu3;7.4411716
140;mu3;7.2402716
141;mu3;7.308926
142;mu3;7.965038
143;mu3;7.391939
144;mu3;7.6199093
145;mu3;7.7672186
146;mu3;7.5523815
147;mu3;7.663499
148;mu3;7.416054
149;mu3;7.5277905
150;gamma2_1;0.0023174623
151;gamma2_1;0.0031406805
152;gamma2_1;0.002865734
153;gamma2_1;0.0019894203
154;gamma2_1;0.0031707524
155;gamma2_1;0.0022610433
156;gamma2_1;0.0020738859
157;gamma2_1;0.0037494046
158;gamma2_1;0.0027337102
159;gamma2_1;0.0030050671
160;gamma2_1;0.0021187316
161;gamma2_1;0.0022839517
162;gamma2_1;0.0028156051
163;gamma2_1;0.0028834296
164;gamma2_1;0.0027923726
165;gamma2_1;0.0022494264
166;gamma2_1;0.0020022504
167;gamma2_1;0.0019177288
168;gamma2_1;0.0023896121
169;gamma2_1;0.0021029983
170;gamma2_1;0.0024451858
171;gamma2_1;0.0031773339
172;gamma2_1;0.0028015464
173;gamma2_1;0.0025412429
174;gamma2_1;0.003084269
175;gamma2_1;0.0022048003
176;gamma2_1;0.0029537487
177;gamma2_1;0.0019650832
178;gamma2_1;0.0026916168
179;gamma2_1;0.0021112536
180;gamma2_1;0.0024785965
181;gamma2_1;0.0026862395
182;gamma2_1;0.0022140327
183;gamma2_1;0.0027975861
184;gamma2_1;0.0028198846
185;gamma2_1;0.0025964968
186;gamma2_1;0.0028470266
187;gamma2_1;0.0027254834
188;gamma2_1;0.0022375723
189;gamma2_1;0.00249817
190;gamma2_1;0.0024035634
191;gamma2_1;0.0031354234
192;gamma2_1;0.0019200541
193;gamma2_1;0.0027660923
194;gamma2_1;0.0024145201
195;gamma2_1;0.0029853568
196;gamma2_1;0.00240721
197;gamma2_1;0.0015037421
198;gamma2_1;0.0022474253
199;gamma2_1;0.002591869
200;gamma2_2;20.577906
201;gamma2_2;17.478933
202;gamma2_2;20.839684
203;gamma2_2;16.06707
204;gamma2_2;17.465017
205;gamma2_2;16.655304
206;gamma2_2;18.83341
207;gamma2_2;18.682663
208;gamma2_2;19.524872
209;gamma2_2;18.023083
210;gamma2_2;22.067125
211;gamma2_2;14.837483
212;gamma2_2;19.334953
213;gamma2_2;17.826908
214;gamma2_2;23.121914
215;gamma2_2;17.968159
216;gamma2_2;24.062063
217;gamma2_2;31.399307
218;gamma2_2;20.696812
219;gamma2_2;16.909264
220;gamma2_2;24.136831
221;gamma2_2;21.42905
222;gamma2_2;19.952505
223;gamma2_2;24.595016
224;gamma2_2;19.258896
225;gamma2_2;18.869339
226;gamma2_2;17.397205
227;gamma2_2;18.45404
228;gamma2_2;15.683732
229;gamma2_2;26.682495
230;gamma2_2;22.696552
231;gamma2_2;20.622936
232;gamma2_2;16.506962
233;gamma2_2;19.077602
234;gamma2_2;15.786667
235;gamma2_2;25.370264
236;gamma2_2;26.956404
237;gamma2_2;20.64727
238;gamma2_2;21.97357
239;gamma2_2;18.40977
240;gamma2_2;16.841566
241;gamma2_2;19.82618
242;gamma2_2;20.633202
243;gamma2_2;24.513023
244;gamma2_2;21.235792
245;gamma2_2;19.377363
246;gamma2_2;21.536049
247;gamma2_2;16.984676
248;gamma2_2;14.485217
249;gamma2_2;25.438728
250;sigma2;0.0010143967
251;sigma2;0.0010155204
252;sigma2;0.0009777494
253;sigma2;0.0009460966
254;sigma2;0.0010370341
255;sigma2;0.0009862463
256;sigma2;0.0009786848
257;sigma2;0.0010596848
258;sigma2;0.000984812
259;sigma2;0.0010395115
260;sigma2;0.0010782107
261;sigma2;0.0010394192
262;sigma2;0.0010631031
263;sigma2;0.0009387697
264;sigma2;0.0009236399
265;sigma2;0.0010402092
266;sigma2;0.00097422843
267;sigma2;0.0009836274
268;sigma2;0.0010483605
269;sigma2;0.0009893025
270;sigma2;0.00097372645
271;sigma2;0.00095788774
272;sigma2;0.001014001
273;sigma2;0.0010419763
274;sigma2;0.001007113
275;sigma2;0.0010231305
276;sigma2;0.0009224883
277;sigma2;0.0009867847
278;sigma2;0.0009458367
279;sigma2;0.0010478032
280;sigma2;0.0010172366
281;sigma2;0.0009975801
282;sigma2;0.0010275358
283;sigma2;0.0009885555
284;sigma2;0.0010240441
285;sigma2;0.0010291035
286;sigma2;0.0010120454
287;sigma2;0.0010074149
288;sigma2;0.0010299099
289;sigma2;0.00095693994
290;sigma2;0.0009614368
291;sigma2;0.0009876626
292;sigma2;0.0010164648
293;sigma2;0.0010523724
294;sigma2;0.0009856333
295;sigma2;0.0009859739
296;sigma2;0.0009975248
297;sigma2;0.0009878065
298;sigma2;0.0009566648
299;sigma2;0.000990171
300;alpha;5.960805
301;alpha;4.029931
302;alpha;2.283199
303;alpha;3.5395708
304;alpha;9.201792
305;alpha;9.734954
306;alpha;7.343194
307;alpha;1.602894
308;alpha;8.364617
309;alpha;6.9394636
310;alpha;14.664932
311;alpha;3.3204503
312;alpha;4.405898
313;alpha;-1.5327567
314;alpha;0.89203924
315;alpha;7.400111
316;alpha;11.103548
317;alpha;11.180689
318;alpha;9.975403
319;alpha;11.388291
320;alpha;9.282774
321;alpha;5.930969
322;alpha;10.141035
323;alpha;5.121661
324;alpha;5.5815
325;alpha;7.2251506
326;alpha;-1.5904379
327;alpha;9.10395
328;alpha;-5.345941
329;alpha;9.710253
330;alpha;7.5598807
331;alpha;12.915124
332;alpha;-0.91960657
333;alpha;-0.481436
334;alpha;9.201683
335;alpha;6.1113334
336;alpha;9.78747
337;alpha;12.1889
338;alpha;6.948923
339;alpha;7.9416237
340;alpha;5.5223475
341;alpha;6.2841134
342;alpha;7.3110714
343;alpha;6.896482
344;alpha;7.0153008
345;alpha;3.2193325
346;alpha;6.9517093
347;alpha;6.8765855
348;alpha;6.658757
349;alpha;1.4311439
