;variable;value
0;mu1;0.3015715
1;mu1;0.29517382
2;mu1;0.29620776
3;mu1;0.30216455
4;mu1;0.29985732
5;mu1;0.29613823
6;mu1;0.29462218
7;mu1;0.2913046
8;mu1;0.29945582
9;mu1;0.30356786
10;mu1;0.31357685
11;mu1;0.29287615
12;mu1;0.30299595
13;mu1;0.30083853
14;mu1;0.29067165
15;mu1;0.29542053
16;mu1;0.30493608
17;mu1;0.2928254
18;mu1;0.29680926
19;mu1;0.30096465
20;mu1;0.30072883
21;mu1;0.30153313
22;mu1;0.29441094
23;mu1;0.28865987
24;mu1;0.30025053
25;mu1;0.30644444
26;mu1;0.2928664
27;mu1;0.3038899
28;mu1;0.29671207
29;mu1;0.30764925
30;mu1;0.3113544
31;mu1;0.30161867
32;mu1;0.31072912
33;mu1;0.3051596
34;mu1;0.30242145
35;mu1;0.30810976
36;mu1;0.2926863
37;mu1;0.2957892
38;mu1;0.29843202
39;mu1;0.29841942
40;mu1;0.29137796
41;mu1;0.29931453
42;mu1;0.3059843
43;mu1;0.30939847
44;mu1;0.30414551
45;mu1;0.30451632
46;mu1;0.29254255
47;mu1;0.2993893
48;mu1;0.30671012
49;mu1;0.29763174
50;mu2;90.327484
51;mu2;90.53337
52;mu2;91.623955
53;mu2;89.850494
54;mu2;90.785286
55;mu2;89.877975
56;mu2;90.375465
57;mu2;89.830574
58;mu2;90.6441
59;mu2;89.718216
60;mu2;90.356735
61;mu2;89.61297
62;mu2;90.01014
63;mu2;89.93281
64;mu2;89.6344
65;mu2;90.31598
66;mu2;90.34883
67;mu2;90.39049
68;mu2;90.714874
69;mu2;89.428894
70;mu2;89.83042
71;mu2;90.79033
72;mu2;89.898445
73;mu2;89.467415
74;mu2;89.90454
75;mu2;90.61389
76;mu2;89.75341
77;mu2;89.62418
78;mu2;90.27533
79;mu2;90.658165
80;mu2;90.729324
81;mu2;90.58047
82;mu2;90.07823
83;mu2;90.37777
84;mu2;90.263535
85;mu2;90.01109
86;mu2;89.98179
87;mu2;89.475945
88;mu2;89.00286
89;mu2;89.327065
90;mu2;90.04805
91;mu2;89.98858
92;mu2;90.01376
93;mu2;89.36631
94;mu2;89.17315
95;mu2;90.21602
96;mu2;90.424065
97;mu2;90.53587
98;mu2;88.998505
99;mu2;89.30363
100;mu3;7.191742
101;mu3;7.526874
102;mu3;7.84064
103;mu3;7.6703253
104;mu3;7.4013176
105;mu3;7.2236233
106;mu3;7.276122
107;mu3;7.4302387
108;mu3;7.6169243
109;mu3;7.3664694
110;mu3;7.4025373
111;mu3;7.647292
112;mu3;7.471762
113;mu3;7.787664
114;mu3;7.468957
115;mu3;7.435005
116;mu3;7.664173
