;variable;value
0;mu1;0.3032448
1;mu1;0.29440182
2;mu1;0.2945903
3;mu1;0.29951066
4;mu1;0.30285972
5;mu1;0.29737133
6;mu1;0.29593465
7;mu1;0.29060826
8;mu1;0.30045182
9;mu1;0.30482718
10;mu1;0.31281754
11;mu1;0.29385543
12;mu1;0.30206385
13;mu1;0.3005789
14;mu1;0.28982824
15;mu1;0.29483703
16;mu1;0.30508894
17;mu1;0.29233435
18;mu1;0.2977548
19;mu1;0.30016494
20;mu1;0.30000082
21;mu1;0.299329
22;mu1;0.29503283
23;mu1;0.2905061
24;mu1;0.30115175
25;mu1;0.30769634
26;mu1;0.29386437
27;mu1;0.302242
28;mu1;0.296705
29;mu1;0.30732358
30;mu1;0.30918822
31;mu1;0.3019353
32;mu1;0.3102569
33;mu1;0.30439553
34;mu1;0.30284688
35;mu1;0.30820423
36;mu1;0.29415953
37;mu1;0.29573384
38;mu1;0.29800707
39;mu1;0.29800767
40;mu1;0.29184446
41;mu1;0.3002663
42;mu1;0.3062042
43;mu1;0.30969027
44;mu1;0.3020382
45;mu1;0.30426937
46;mu1;0.29139614
47;mu1;0.29805773
48;mu1;0.30670094
49;mu1;0.2980478
50;mu2;90.50907
51;mu2;90.397804
52;mu2;91.300705
53;mu2;89.564964
54;mu2;90.907875
55;mu2;90.02082
56;mu2;90.418076
57;mu2;89.84752
58;mu2;90.79162
59;mu2;89.718315
60;mu2;90.39908
61;mu2;89.71058
62;mu2;90.033615
63;mu2;90.00097
64;mu2;89.52737
65;mu2;90.3615
66;mu2;90.45081
67;mu2;90.42744
68;mu2;90.59694
69;mu2;89.52226
70;mu2;89.75265
71;mu2;90.45941
72;mu2;89.75516
73;mu2;89.68553
74;mu2;89.77659
75;mu2;90.689606
76;mu2;90.08478
77;mu2;89.58154
78;mu2;90.2385
79;mu2;90.46106
80;mu2;90.537025
81;mu2;90.48949
82;mu2;89.98047
83;mu2;90.29905
84;mu2;90.17336
85;mu2;90.13395
86;mu2;90.12112
87;mu2;89.49908
88;mu2;89.0045
89;mu2;89.42463
90;mu2;90.037285
91;mu2;90.08896
92;mu2;90.03532
93;mu2;89.41189
94;mu2;89.02583
95;mu2;90.28197
96;mu2;90.20954
97;mu2;90.49195
98;mu2;88.87707
99;mu2;89.35278
100;mu3;7.2828293
101;mu3;7.461728
102;mu3;7.718146
103;mu3;7.516666
104;mu3;7.558009
105;mu3;7.283022
106;mu3;7.324819
107;mu3;7.3432255
108;mu3;7.666476
109;mu3;7.410223
110;mu3;7.4269776
111;mu3;7.7065444
112;mu3;7.442271
113;mu3;7.742526
114;mu3;7.428418
115;mu3;7.3998566
116;mu3;7.6791954
117;mu3;7.315672
118;mu3;7.4499345
119;mu3;7.6690793
120;mu3;7.246337
121;mu3;7.6293373
122;mu3;7.4121275
123;mu3;7.520408
124;mu3;7.4942055
125;mu3;7.529605
126;mu3;7.4512334
127;mu3;7.6005483
128;mu3;7.500026
129;mu3;7.650874
130;mu3;7.570772
131;mu3;7.2865963
132;mu3;7.646868
133;mu3;7.6381674
134;mu3;7.720983
135;mu3;7.597067
136;mu3;7.67649
137;mu3;7.365539
138;mu3;7.5251155
139;mu3;7.3959208
140;mu3;7.2626615
141;mu3;7.319488
142;mu3;7.95181
